07-18 10:42:42 CppMemTotal:                         	  157.598127 MB 	  261.562500 MB
CMagicStateMallocObject              	    0.000000 MB 	    0.000000 MB
CConnMsgMallocObject                 	    0.000176 MB 	    0.062500 MB
CServantMallocObject                 	    0.000000 MB 	    0.000000 MB
CActorMallocObject                   	    0.000000 MB 	    0.000000 MB
CMtDbMallocObject                    	    0.002510 MB 	    0.375000 MB
CMirrorMallocObject                  	    8.016025 MB 	    9.062500 MB
CMegaLogMallocObject                 	    0.000492 MB 	    0.187500 MB
CQuadMallocObject                    	    0.000295 MB 	    0.062500 MB
CDbMallocObject                      	    0.038861 MB 	    0.437500 MB
CNetworkMallocObject                 	    0.010955 MB 	    0.250000 MB
CNetworkRecvBufferMallocObject       	   12.098362 MB 	   12.500000 MB
CNetworkSendBufferMallocObject       	    0.019889 MB 	    0.187500 MB
CCoreObjMallocObject                 	    0.000000 MB 	    0.000000 MB
CMetaSceneMallocObject               	    0.000101 MB 	    0.062500 MB
CScriptPoolObject1                   	   58.431925 MB 	   92.125000 MB
CScriptPoolObject2                   	   29.801560 MB 	   57.125000 MB
CScriptPoolObject3                   	   29.174286 MB 	   57.000000 MB
CNpcAIDataMallocObject               	    5.891580 MB 	    6.750000 MB
CNpcAIMallocObject                   	    0.005680 MB 	    0.062500 MB
CPtMQMallocObject                    	    0.001233 MB 	    0.187500 MB
CFindPathMallocObject                	    0.000000 MB 	    0.000000 MB
CCoreMsgMallocObject                 	    0.019674 MB 	    0.062500 MB
CScriptMallocObject                  	    1.525970 MB 	    1.937500 MB
CPtCORMallocObject                   	    0.000000 MB 	    0.000000 MB
CPTREFMallocObject                   	    0.000000 MB 	    0.000000 MB
CIDMapMallocObject                   	    0.002958 MB 	    0.125000 MB

07-18 10:57:02 CppMemTotal:                         	  261.364927 MB 	  373.937500 MB
GlobalPool                           	    7.575480 MB 	    9.562500 MB
CFighterMallocObject                 	    0.030358 MB 	    0.062500 MB
CCastingProcessMallocObject          	    0.061019 MB 	    0.125000 MB
CConfigMallocObject                  	   10.374055 MB 	   11.875000 MB
CEntityMallocObject                  	    0.003541 MB 	    0.062500 MB
CConnMallocObject                    	    0.000666 MB 	    0.125000 MB
CMsgMallocObject                     	    0.002202 MB 	    0.062500 MB
CCoreSceneMallocObject               	    0.000093 MB 	    0.062500 MB
CDistortedTimeMallocObject           	    0.000000 MB 	    0.000000 MB
CMathMallocObject                    	    0.000000 MB 	    0.000000 MB
CValueMallocObject                   	    0.277422 MB 	    0.937500 MB
CTrMsgMallocObject                   	   37.173735 MB 	   39.875000 MB
CDataFileMallocObject                	   31.222007 MB 	   40.125000 MB
CCypherVariantMallocObject           	    0.046739 MB 	    0.062500 MB
CVariantMallocObject                 	    0.035114 MB 	    0.187500 MB
CLogMallocObject                     	    0.002007 MB 	    0.187500 MB
CTickMallocObject                    	    0.156448 MB 	    0.250000 MB
CMagicMallocObject                   	    0.098094 MB 	    0.125000 MB
CCfgCalcMallocObject                 	   29.246734 MB 	   31.687500 MB
CMagicStateMallocObject              	    0.000000 MB 	    0.000000 MB
CConnMsgMallocObject                 	    0.000176 MB 	    0.062500 MB
CServantMallocObject                 	    0.000000 MB 	    0.000000 MB
CActorMallocObject                   	    0.000000 MB 	    0.000000 MB
CMtDbMallocObject                    	    0.002510 MB 	    0.375000 MB
CMirrorMallocObject                  	    8.016025 MB 	    9.062500 MB
CMegaLogMallocObject                 	    0.000492 MB 	    0.187500 MB
CQuadMallocObject                    	    0.000295 MB 	    0.062500 MB
CDbMallocObject                      	    0.038861 MB 	    0.437500 MB
CNetworkMallocObject                 	    0.010955 MB 	    0.250000 MB
CNetworkRecvBufferMallocObject       	   12.098362 MB 	   12.500000 MB
CNetworkSendBufferMallocObject       	    0.019889 MB 	    0.187500 MB
CCoreObjMallocObject                 	    0.000000 MB 	    0.000000 MB
CMetaSceneMallocObject               	    0.000101 MB 	    0.062500 MB
CScriptPoolObject1                   	   58.434445 MB 	   92.125000 MB
CScriptPoolObject2                   	   29.805192 MB 	   57.125000 MB
CScriptPoolObject3                   	   29.184814 MB 	   57.000000 MB
CNpcAIDataMallocObject               	    5.891580 MB 	    6.750000 MB
CNpcAIMallocObject                   	    0.005680 MB 	    0.062500 MB
CPtMQMallocObject                    	    0.001233 MB 	    0.187500 MB
CFindPathMallocObject                	    0.000000 MB 	    0.000000 MB
CCoreMsgMallocObject                 	    0.019674 MB 	    0.062500 MB
CScriptMallocObject                  	    1.525970 MB 	    1.937500 MB
CPtCORMallocObject                   	    0.000000 MB 	    0.000000 MB
CPTREFMallocObject                   	    0.000000 MB 	    0.000000 MB
CIDMapMallocObject                   	    0.002958 MB 	    0.125000 MB

07-18 10:57:12 CppMemTotal:                         	  261.371211 MB 	  373.937500 MB
GlobalPool                           	    7.575480 MB 	    9.562500 MB
CFighterMallocObject                 	    0.030358 MB 	    0.062500 MB
CCastingProcessMallocObject          	    0.061019 MB 	    0.125000 MB
CConfigMallocObject                  	   10.374055 MB 	   11.875000 MB
CEntityMallocObject                  	    0.003541 MB 	    0.062500 MB
CConnMallocObject                    	    0.000666 MB 	    0.125000 MB
CMsgMallocObject                     	    0.002202 MB 	    0.062500 MB
CCoreSceneMallocObject               	    0.000093 MB 	    0.062500 MB
CDistortedTimeMallocObject           	    0.000000 MB 	    0.000000 MB
CMathMallocObject                    	    0.000000 MB 	    0.000000 MB
CValueMallocObject                   	    0.277422 MB 	    0.937500 MB
CTrMsgMallocObject                   	   37.173735 MB 	   39.875000 MB
CDataFileMallocObject                	   31.222007 MB 	   40.125000 MB
CCypherVariantMallocObject           	    0.046739 MB 	    0.062500 MB
CVariantMallocObject                 	    0.035114 MB 	    0.187500 MB
CLogMallocObject                     	    0.002007 MB 	    0.187500 MB
CTickMallocObject                    	    0.156448 MB 	    0.250000 MB
CMagicMallocObject                   	    0.098094 MB 	    0.125000 MB
CCfgCalcMallocObject                 	   29.246734 MB 	   31.687500 MB
CMagicStateMallocObject              	    0.000000 MB 	    0.000000 MB
CConnMsgMallocObject                 	    0.000176 MB 	    0.062500 MB
CServantMallocObject                 	    0.000000 MB 	    0.000000 MB
CActorMallocObject                   	    0.000000 MB 	    0.000000 MB
CMtDbMallocObject                    	    0.002510 MB 	    0.375000 MB
CMirrorMallocObject                  	    8.016025 MB 	    9.062500 MB
CMegaLogMallocObject                 	    0.000492 MB 	    0.187500 MB
CQuadMallocObject                    	    0.000295 MB 	    0.062500 MB
CDbMallocObject                      	    0.038861 MB 	    0.437500 MB
CNetworkMallocObject                 	    0.010955 MB 	    0.250000 MB
CNetworkRecvBufferMallocObject       	   12.098362 MB 	   12.500000 MB
CNetworkSendBufferMallocObject       	    0.019889 MB 	    0.187500 MB
CCoreObjMallocObject                 	    0.000000 MB 	    0.000000 MB
CMetaSceneMallocObject               	    0.000101 MB 	    0.062500 MB
CScriptPoolObject1                   	   58.435434 MB 	   92.125000 MB
CScriptPoolObject2                   	   29.805192 MB 	   57.125000 MB
CScriptPoolObject3                   	   29.190109 MB 	   57.000000 MB
CNpcAIDataMallocObject               	    5.891580 MB 	    6.750000 MB
CNpcAIMallocObject                   	    0.005680 MB 	    0.062500 MB
CPtMQMallocObject                    	    0.001233 MB 	    0.187500 MB
CFindPathMallocObject                	    0.000000 MB 	    0.000000 MB
CCoreMsgMallocObject                 	    0.019674 MB 	    0.062500 MB
CScriptMallocObject                  	    1.525970 MB 	    1.937500 MB
CPtCORMallocObject                   	    0.000000 MB 	    0.000000 MB
CPTREFMallocObject                   	    0.000000 MB 	    0.000000 MB
CIDMapMallocObject                   	    0.002958 MB 	    0.125000 MB

07-18 10:57:22 CppMemTotal:                         	  261.371242 MB 	  373.937500 MB
GlobalPool                           	    7.575480 MB 	    9.562500 MB
CFighterMallocObject                 	    0.030358 MB 	    0.062500 MB
CCastingProcessMallocObject          	    0.061019 MB 	    0.125000 MB
CConfigMallocObject                  	   10.374055 MB 	   11.875000 MB
CEntityMallocObject                  	    0.003541 MB 	    0.062500 MB
CConnMallocObject                    	    0.000666 MB 	    0.125000 MB
CMsgMallocObject                     	    0.002202 MB 	    0.062500 MB
CCoreSceneMallocObject               	    0.000093 MB 	    0.062500 MB
CDistortedTimeMallocObject           	    0.000000 MB 	    0.000000 MB
CMathMallocObject                    	    0.000000 MB 	    0.000000 MB
CValueMallocObject                   	    0.277422 MB 	    0.937500 MB
CTrMsgMallocObject                   	   37.173735 MB 	   39.875000 MB
CDataFileMallocObject                	   31.222007 MB 	   40.125000 MB
CCypherVariantMallocObject           	    0.046739 MB 	    0.062500 MB
CVariantMallocObject                 	    0.035114 MB 	    0.187500 MB
CLogMallocObject                     	    0.002007 MB 	    0.187500 MB
CTickMallocObject                    	    0.156456 MB 	    0.250000 MB
CMagicMallocObject                   	    0.098094 MB 	    0.125000 MB
CCfgCalcMallocObject                 	   29.246734 MB 	   31.687500 MB
CMagicStateMallocObject              	    0.000000 MB 	    0.000000 MB
CConnMsgMallocObject                 	    0.000176 MB 	    0.062500 MB
CServantMallocObject                 	    0.000000 MB 	    0.000000 MB
CActorMallocObject                   	    0.000000 MB 	    0.000000 MB
CMtDbMallocObject                    	    0.002510 MB 	    0.375000 MB
CMirrorMallocObject                  	    8.016025 MB 	    9.062500 MB
CMegaLogMallocObject                 	    0.000492 MB 	    0.187500 MB
CQuadMallocObject                    	    0.000295 MB 	    0.062500 MB
CDbMallocObject                      	    0.038861 MB 	    0.437500 MB
CNetworkMallocObject                 	    0.010955 MB 	    0.250000 MB
CNetworkRecvBufferMallocObject       	   12.098362 MB 	   12.500000 MB
CNetworkSendBufferMallocObject       	    0.019889 MB 	    0.187500 MB
CCoreObjMallocObject                 	    0.000000 MB 	    0.000000 MB
CMetaSceneMallocObject               	    0.000101 MB 	    0.062500 MB
CScriptPoolObject1                   	   58.435457 MB 	   92.125000 MB
CScriptPoolObject2                   	   29.805192 MB 	   57.125000 MB
CScriptPoolObject3                   	   29.190109 MB 	   57.000000 MB
CNpcAIDataMallocObject               	    5.891580 MB 	    6.750000 MB
CNpcAIMallocObject                   	    0.005680 MB 	    0.062500 MB
CPtMQMallocObject                    	    0.001233 MB 	    0.187500 MB
CFindPathMallocObject                	    0.000000 MB 	    0.000000 MB
CCoreMsgMallocObject                 	    0.019674 MB 	    0.062500 MB
CScriptMallocObject                  	    1.525970 MB 	    1.937500 MB
CPtCORMallocObject                   	    0.000000 MB 	    0.000000 MB
CPTREFMallocObject                   	    0.000000 MB 	    0.000000 MB
CIDMapMallocObject                   	    0.002958 MB 	    0.125000 MB

07-18 10:57:32 CppMemTotal:                         	  261.377509 MB 	  373.937500 MB
GlobalPool                           	    7.575480 MB 	    9.562500 MB
CFighterMallocObject                 	    0.030358 MB 	    0.062500 MB
CCastingProcessMallocObject          	    0.061019 MB 	    0.125000 MB
CConfigMallocObject                  	   10.374055 MB 	   11.875000 MB
CEntityMallocObject                  	    0.003541 MB 	    0.062500 MB
CConnMallocObject                    	    0.000666 MB 	    0.125000 MB
CMsgMallocObject                     	    0.002202 MB 	    0.062500 MB
CCoreSceneMallocObject               	    0.000093 MB 	    0.062500 MB
CDistortedTimeMallocObject           	    0.000000 MB 	    0.000000 MB
CMathMallocObject                    	    0.000000 MB 	    0.000000 MB
CValueMallocObject                   	    0.277422 MB 	    0.937500 MB
CTrMsgMallocObject                   	   37.173735 MB 	   39.875000 MB
CDataFileMallocObject                	   31.222007 MB 	   40.125000 MB
CCypherVariantMallocObject           	    0.046739 MB 	    0.062500 MB
CVariantMallocObject                 	    0.035114 MB 	    0.187500 MB
CLogMallocObject                     	    0.002007 MB 	    0.187500 MB
CTickMallocObject                    	    0.156464 MB 	    0.250000 MB
CMagicMallocObject                   	    0.098094 MB 	    0.125000 MB
CCfgCalcMallocObject                 	   29.246734 MB 	   31.687500 MB
CMagicStateMallocObject              	    0.000000 MB 	    0.000000 MB
CConnMsgMallocObject                 	    0.000176 MB 	    0.062500 MB
CServantMallocObject                 	    0.000000 MB 	    0.000000 MB
CActorMallocObject                   	    0.000000 MB 	    0.000000 MB
CMtDbMallocObject                    	    0.002510 MB 	    0.375000 MB
CMirrorMallocObject                  	    8.016025 MB 	    9.062500 MB
CMegaLogMallocObject                 	    0.000492 MB 	    0.187500 MB
CQuadMallocObject                    	    0.000295 MB 	    0.062500 MB
CDbMallocObject                      	    0.038861 MB 	    0.437500 MB
CNetworkMallocObject                 	    0.010955 MB 	    0.250000 MB
CNetworkRecvBufferMallocObject       	   12.098362 MB 	   12.500000 MB
CNetworkSendBufferMallocObject       	    0.019889 MB 	    0.187500 MB
CCoreObjMallocObject                 	    0.000000 MB 	    0.000000 MB
